segment_id,system_type,corridor_name,district,pipe_class,pipe_material,diameter_inches,length_ft,depth_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,soil_corrosivity,capacity_utilization_pct,ii_risk_flag,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
SEW-00795,Wastewater,Hill Rd,North End,collector,Vitrified Clay,12,2389,11.6,1950,76,63,3,0.72,99.3,True,Medium,1158128,2024-03-19,CCTV,43.659319,-116.217018
SEW-00796,Wastewater,Broadway Ave,Downtown,trunk,Vitrified Clay,48,927,14.8,1961,65,53,4,0.78,55.1,True,Critical,336804,2023-10-04,Manhole Inspection,43.6,-116.186866
SEW-00797,Wastewater,Hill Rd,North End,collector,Vitrified Clay,18,2347,15.4,1939,87,35,9,0.72,78.0,True,Low,467291,2023-08-14,Flow Monitoring,43.65742,-116.23
SEW-00798,Wastewater,Broadway Ave,Downtown,trunk,Cast Iron,30,2397,12.8,1962,64,47,8,0.78,60.6,True,Critical,1703331,2024-10-07,Manhole Inspection,43.605473,-116.186541
SEW-00799,Wastewater,Milwaukee St,Southeast,lateral,Concrete,12,850,16.7,1985,41,82,2,0.55,45.1,False,Low,255841,2024-05-17,Smoke Test,43.573297,-116.2
SEW-00800,Wastewater,Main St,Downtown,collector,Vitrified Clay,21,462,9.9,1934,92,41,6,0.78,71.3,True,Medium,135863,2023-03-03,Flow Monitoring,43.616947,-116.191612
SEW-00801,Wastewater,Eisenman Rd,Southeast,collector,Concrete,12,1379,11.9,1992,34,90,1,0.55,22.6,False,Low,602699,2023-09-24,Dye Test,43.561704,-116.167487
SEW-00802,Wastewater,Harrison Blvd,North End,collector,Orangeburg,15,935,14.2,1951,75,46,4,0.72,82.5,True,High,473225,2022-09-25,CCTV,43.674997,-116.198601
SEW-00803,Wastewater,Broadway Ave,Southeast,trunk,Concrete,30,846,10.8,1957,69,80,1,0.55,60.3,False,Medium,607799,2024-09-14,Flow Monitoring,43.549902,-116.187232
SEW-00804,Wastewater,Overland Rd,Southeast,collector,Ductile Iron,12,1710,20.3,1990,36,59,2,0.55,45.3,False,Medium,393992,2024-07-03,Smoke Test,43.585459,-116.2
SEW-00805,Wastewater,Five Mile Rd,Southwest,collector,Vitrified Clay,21,309,20.0,1957,69,51,5,0.6,22.3,True,Low,99073,2024-10-30,Flow Monitoring,43.540856,-116.293833
SEW-00806,Wastewater,Front St,Downtown,collector,Vitrified Clay,18,669,18.4,1925,101,31,5,0.78,82.8,True,Medium,225535,2025-06-16,Dye Test,43.607255,-116.22
SEW-00807,Wastewater,Chinden Blvd,West Boise,collector,PVC,21,774,8.2,2005,21,89,1,0.5,5.0,False,Medium,427987,2024-12-05,Manhole Inspection,43.652825,-116.327669
SEW-00808,Wastewater,9th St,Downtown,lateral,Vitrified Clay,8,1800,5.2,1959,67,62,2,0.78,73.4,True,Medium,331532,2024-12-03,Smoke Test,43.6,-116.197972
SEW-00809,Wastewater,Cloverdale Rd,West Boise,collector,PVC,24,1085,17.7,1992,34,88,0,0.5,60.8,False,Low,456181,2025-05-06,Flow Monitoring,43.615365,-116.338713
SEW-00810,Wastewater,Eagle Rd,West Boise,trunk,PVC,42,414,12.5,2009,17,92,0,0.5,47.5,False,Critical,142134,2024-08-01,Smoke Test,43.632856,-116.356708
SEW-00811,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,21,314,8.8,1926,100,25,5,0.78,98.8,True,High,146583,2025-05-19,Smoke Test,43.609936,-116.213031
SEW-00812,Wastewater,Ten Mile Rd,West Boise,collector,Ductile Iron,12,1902,11.5,2000,26,85,1,0.5,44.3,False,Medium,667059,2022-11-19,Flow Monitoring,43.616,-116.314106
SEW-00813,Wastewater,Milwaukee St,Southeast,lateral,Vitrified Clay,15,1151,8.5,1962,64,61,1,0.55,38.6,True,Medium,327267,2023-09-27,Smoke Test,43.542102,-116.2
SEW-00814,Wastewater,Eisenman Rd,Southeast,collector,PVC,12,1340,6.3,2004,22,94,0,0.55,66.8,False,Medium,251148,2023-02-13,CCTV,43.561996,-116.170786
SEW-00815,Wastewater,Cloverdale Rd,West Boise,collector,PVC,24,902,11.5,2024,2,90,0,0.5,13.9,False,Medium,432234,2025-03-05,Manhole Inspection,43.600155,-116.338432
SEW-00816,Wastewater,Harrison Blvd,North End,collector,Concrete,18,2174,23.2,1965,61,76,3,0.72,62.1,False,Medium,717172,2024-08-13,Dye Test,43.626,-116.202894
SEW-00817,Wastewater,Victory Rd,Southwest,collector,Vitrified Clay,15,286,11.2,1955,71,46,6,0.6,68.6,True,Low,123188,2025-06-23,CCTV,43.570698,-116.248258
SEW-00818,Wastewater,Jefferson St,Downtown,collector,Vitrified Clay,21,1414,17.8,1948,78,51,4,0.78,95.1,True,Low,350582,2023-06-08,Manhole Inspection,43.614212,-116.21094
SEW-00819,Wastewater,Jefferson St,Downtown,collector,Vitrified Clay,18,362,18.0,1942,84,41,4,0.78,47.7,True,Critical,92002,2024-01-24,Manhole Inspection,43.616125,-116.175
SEW-00820,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,8,2409,24.8,1938,88,40,6,0.72,100.0,True,Low,891597,2024-09-03,Dye Test,43.647163,-116.178293
SEW-00821,Wastewater,Vista Ave,Southeast,collector,PVC,18,951,22.4,1988,38,96,0,0.55,71.0,False,High,143632,2025-02-16,Smoke Test,43.570389,-116.2
SEW-00822,Wastewater,Jefferson St,Downtown,collector,Vitrified Clay,15,2448,9.7,1930,96,37,8,0.78,63.6,True,Low,350259,2024-03-05,Smoke Test,43.617987,-116.175
SEW-00823,Wastewater,Ten Mile Rd,West Boise,collector,Ductile Iron,15,1936,10.7,2002,24,92,1,0.5,36.9,False,Medium,589407,2024-05-25,Flow Monitoring,43.6,-116.317506
SEW-00824,Wastewater,Myrtle St,Downtown,collector,Cast Iron,21,1747,15.1,1948,78,39,3,0.78,56.1,True,Low,874100,2023-03-21,CCTV,43.605007,-116.20469
SEW-00825,Wastewater,Franklin Rd,West Boise,collector,PVC,21,540,16.9,2014,12,100,0,0.5,28.1,False,Low,110495,2024-06-24,Flow Monitoring,43.608553,-116.256277
SEW-00826,Wastewater,Eisenman Rd,Southeast,collector,PVC,21,1360,6.4,2009,17,85,0,0.55,13.9,False,Medium,267133,2025-01-20,Smoke Test,43.540012,-116.169364
SEW-00827,Wastewater,Main St,Downtown,collector,Vitrified Clay,24,1732,23.8,1925,101,25,10,0.78,88.9,True,Medium,1149957,2023-03-06,Manhole Inspection,43.614949,-116.175
SEW-00828,Wastewater,McMillan Rd,West Boise,collector,PVC,21,359,23.6,1994,32,96,0,0.5,58.0,False,Low,75203,2024-06-28,Manhole Inspection,43.645955,-116.340042
SEW-00829,Wastewater,Five Mile Rd,Southwest,collector,Ductile Iron,18,436,19.7,1986,40,81,2,0.6,43.8,False,Critical,101322,2023-11-23,CCTV,43.587073,-116.292441
SEW-00830,Wastewater,Eagle Rd,West Boise,trunk,PVC,36,2065,9.9,1999,27,98,0,0.5,55.9,False,Medium,1176841,2025-01-06,CCTV,43.655,-116.356116
SEW-00831,Wastewater,9th St,Downtown,lateral,Vitrified Clay,8,1774,23.0,1930,96,42,11,0.78,38.6,True,High,479911,2023-07-20,Smoke Test,43.604813,-116.198483
SEW-00832,Wastewater,Milwaukee St,Southeast,lateral,Vitrified Clay,12,1437,22.7,1971,55,64,3,0.55,56.3,True,Low,480578,2025-06-03,CCTV,43.565052,-116.2
SEW-00833,Wastewater,Ustick Rd,West Boise,collector,PVC,15,1301,13.0,2012,14,100,0,0.5,32.7,False,Low,316574,2023-03-01,CCTV,43.634492,-116.265599
SEW-00834,Wastewater,8th St,Downtown,lateral,Vitrified Clay,12,1911,19.7,1929,97,39,10,0.78,95.5,True,Medium,321532,2025-03-02,Smoke Test,43.614997,-116.196073
SEW-00835,Wastewater,Orchard St,Southeast,collector,Ductile Iron,24,651,8.7,1966,60,69,2,0.55,55.8,False,High,109424,2024-11-05,Manhole Inspection,43.579053,-116.2
SEW-00836,Wastewater,Overland Rd,Southeast,collector,PVC,24,647,10.9,1983,43,100,0,0.55,58.5,False,Medium,220940,2024-01-02,CCTV,43.59021,-116.2
SEW-00837,Wastewater,Victory Rd,Southwest,collector,Concrete,21,2187,6.2,1970,56,69,2,0.6,35.3,False,Critical,1112994,2025-09-08,CCTV,43.571037,-116.311935
SEW-00838,Wastewater,Hill Rd,North End,collector,Concrete,12,1738,20.2,1958,68,67,2,0.72,94.0,False,Medium,821815,2024-01-12,Dye Test,43.660618,-116.176048
SEW-00839,Wastewater,Milwaukee St,Southeast,lateral,Concrete,12,1718,11.3,1976,50,81,1,0.55,54.0,False,Medium,336451,2023-09-08,Flow Monitoring,43.579549,-116.2
SEW-00840,Wastewater,Fairview Ave,West Boise,trunk,PVC,36,1552,22.4,1993,33,92,0,0.5,50.2,False,Medium,695985,2025-02-21,CCTV,43.617838,-116.334753
SEW-00841,Wastewater,Amity Rd,Southwest,collector,PVC,24,1344,10.0,1997,29,98,0,0.6,96.0,False,Low,513197,2023-04-04,Dye Test,43.555706,-116.254885
SEW-00842,Wastewater,Overland Rd,Southeast,collector,Ductile Iron,12,1519,5.9,1967,59,71,1,0.55,51.8,False,Medium,642572,2023-06-07,Smoke Test,43.5851,-116.2
SEW-00843,Wastewater,Amity Rd,Southwest,collector,PVC,21,533,23.8,2021,5,100,0,0.6,63.3,False,Medium,196607,2025-05-11,Flow Monitoring,43.55209,-116.239873
SEW-00844,Wastewater,Resseguie St,North End,lateral,Vitrified Clay,8,999,22.5,1963,63,65,1,0.72,91.2,True,Low,363907,2025-09-28,Smoke Test,43.638272,-116.172411
SEW-00845,Wastewater,Orchard St,Southeast,collector,Vitrified Clay,18,2447,22.9,1960,66,59,6,0.55,62.3,True,Medium,1391814,2022-11-21,Smoke Test,43.595,-116.2
SEW-00846,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,12,898,6.8,1938,88,55,9,0.72,55.8,True,Low,246013,2025-01-08,Manhole Inspection,43.67513,-116.18861
SEW-00847,Wastewater,Vista Ave,Southeast,collector,Ductile Iron,15,1255,18.4,1972,54,78,1,0.55,76.2,False,Low,500930,2023-03-01,CCTV,43.588275,-116.2
SEW-00848,Wastewater,Eagle Rd,West Boise,trunk,PVC,30,464,19.3,2011,15,100,0,0.5,27.6,False,High,281823,2022-10-09,Flow Monitoring,43.636519,-116.354738
SEW-00849,Wastewater,15th St,North End,lateral,Vitrified Clay,8,1261,6.8,1939,87,34,11,0.72,80.4,True,Low,439691,2025-04-09,Dye Test,43.626,-116.210474
SEW-00850,Wastewater,Shaw Mountain Rd,East Bench,lateral,Orangeburg,8,1483,5.0,1963,63,57,3,0.45,73.3,True,Medium,162808,2023-09-30,Flow Monitoring,43.623163,-116.151923
SEW-00851,Wastewater,Federal Way,East Bench,collector,PVC,15,2328,7.1,1978,48,89,0,0.45,78.8,False,Low,263078,2024-02-24,Smoke Test,43.597982,-116.150738
SEW-00852,Wastewater,Resseguie St,North End,lateral,Vitrified Clay,10,2247,10.7,1939,87,41,6,0.72,82.1,True,Low,842388,2025-09-23,Dye Test,43.63808,-116.23
SEW-00853,Wastewater,Federal Way,East Bench,collector,Ductile Iron,24,705,16.5,1974,52,72,4,0.45,76.0,False,High,337910,2024-04-15,Flow Monitoring,43.595641,-116.130186
SEW-00854,Wastewater,Bannock St,Downtown,lateral,Concrete,12,825,19.7,1946,80,65,0,0.78,80.4,False,Low,349938,2025-08-17,Smoke Test,43.614967,-116.22
SEW-00855,Wastewater,Orchard St,Southeast,collector,Concrete,18,852,11.7,1980,46,88,2,0.55,100.0,False,Low,373148,2023-09-23,Flow Monitoring,43.595,-116.2
SEW-00856,Wastewater,Idaho St,Downtown,lateral,Concrete,21,1359,19.0,1958,68,80,0,0.78,73.0,False,High,550923,2024-02-09,Dye Test,43.612694,-116.175
SEW-00857,Wastewater,Bannock St,Downtown,lateral,Concrete,10,2074,13.8,1944,82,71,1,0.78,71.8,False,Low,571175,2024-09-29,Smoke Test,43.613928,-116.193827
SEW-00858,Wastewater,Joplin Rd,West Boise,trunk,Ductile Iron,24,1683,18.6,2002,24,92,0,0.5,29.2,False,Critical,1133896,2023-07-12,Smoke Test,43.628077,-116.309546
SEW-00859,Wastewater,Bannock St,Downtown,lateral,Vitrified Clay,8,1656,6.0,1931,95,42,10,0.78,87.0,True,Medium,717143,2023-06-28,Smoke Test,43.615845,-116.22
SEW-00860,Wastewater,Ustick Rd,West Boise,collector,PVC,15,339,11.1,2015,11,95,0,0.5,14.7,False,High,125065,2023-10-26,CCTV,43.630713,-116.308268
SEW-00861,Wastewater,Eisenman Rd,Southeast,collector,PVC,18,2023,6.7,2014,12,100,0,0.55,29.4,False,Low,705847,2023-01-24,Smoke Test,43.54,-116.17228
SEW-00862,Wastewater,Capitol Blvd,Downtown,trunk,Vitrified Clay,48,2164,20.9,1962,64,43,3,0.78,70.1,True,High,776167,2023-06-28,Manhole Inspection,43.6,-116.199528
SEW-00863,Wastewater,Curtis Rd,Southwest,lateral,Vitrified Clay,18,607,22.2,1963,63,53,6,0.6,59.7,True,Medium,225625,2025-10-23,Flow Monitoring,43.566018,-116.220717
SEW-00864,Wastewater,Overland Rd,Southwest,trunk,Ductile Iron,48,2201,15.8,1989,37,84,1,0.6,68.2,False,High,1957271,2024-10-04,CCTV,43.585384,-116.243028
SEW-00865,Wastewater,Harrison Blvd,North End,collector,Concrete,15,221,7.5,1963,63,74,0,0.72,68.0,False,High,36501,2025-01-06,CCTV,43.647378,-116.198197
SEW-00866,Wastewater,Overland Rd,Southwest,trunk,Ductile Iron,24,546,12.3,1971,55,72,4,0.6,79.0,False,High,235963,2025-12-02,Smoke Test,43.59088,-116.269508
SEW-00867,Wastewater,Warm Springs Ave,East Bench,collector,Vitrified Clay,24,1401,16.5,1927,99,42,8,0.45,56.8,True,Medium,720303,2023-12-12,Dye Test,43.608955,-116.169406
SEW-00868,Wastewater,Cole Rd,Southwest,collector,Concrete,15,605,5.7,1987,39,75,0,0.6,60.2,False,Low,103314,2024-09-18,Smoke Test,43.585009,-116.258732
SEW-00869,Wastewater,Amity Rd,Southwest,collector,PVC,24,1670,13.4,2003,23,100,0,0.6,51.7,False,Medium,726646,2025-01-02,Flow Monitoring,43.551664,-116.256672
SEW-00870,Wastewater,Eisenman Rd,Southeast,collector,Concrete,18,1942,9.1,1995,31,80,0,0.55,65.3,False,Medium,806233,2024-11-03,Manhole Inspection,43.585216,-116.172141
SEW-00871,Wastewater,Curtis Rd,Southwest,lateral,Concrete,36,871,24.8,1987,39,78,0,0.6,39.7,False,Critical,409662,2024-07-14,CCTV,43.573575,-116.224079
SEW-00872,Wastewater,28th St,North End,lateral,Vitrified Clay,8,2376,6.3,1932,94,46,4,0.72,60.0,True,Medium,744501,2024-01-19,Manhole Inspection,43.626,-116.21471
SEW-00873,Wastewater,Lander St,Downtown,trunk,Vitrified Clay,36,240,9.4,1939,87,43,9,0.78,82.1,True,Medium,198438,2025-03-25,Smoke Test,43.6,-116.185641
SEW-00874,Wastewater,Maple Grove Rd,Southwest,collector,Vitrified Clay,24,2205,16.4,1974,52,65,5,0.6,49.4,True,Medium,638140,2025-05-14,CCTV,43.542643,-116.276907
SEW-00875,Wastewater,Broadway Ave,Downtown,trunk,Vitrified Clay,42,940,24.4,1975,51,62,6,0.78,57.2,True,High,558433,2023-08-31,Flow Monitoring,43.6,-116.186552
SEW-00876,Wastewater,Victory Rd,Southwest,collector,Vitrified Clay,18,238,18.2,1963,63,60,4,0.6,61.1,True,Medium,44110,2024-06-03,CCTV,43.57112,-116.262942
SEW-00877,Wastewater,Ten Mile Rd,West Boise,collector,PVC,15,1913,24.7,2013,13,89,0,0.5,51.6,False,Medium,874494,2024-05-17,Flow Monitoring,43.631543,-116.317901
SEW-00878,Wastewater,Maple Grove Rd,Southwest,collector,Concrete,18,556,11.3,1969,57,75,1,0.6,66.0,False,Critical,89263,2024-07-29,CCTV,43.6,-116.276561
SEW-00879,Wastewater,Broadway Ave,Downtown,trunk,Concrete,24,546,14.9,1991,35,82,2,0.78,67.5,False,Medium,333959,2023-07-18,Dye Test,43.626,-116.187675
SEW-00880,Wastewater,Ten Mile Rd,West Boise,collector,Ductile Iron,21,2239,22.8,1998,28,78,1,0.5,35.4,False,Medium,1078132,2024-11-08,CCTV,43.616201,-116.313012
SEW-00881,Wastewater,Cloverdale Rd,West Boise,collector,PVC,24,1613,24.0,2017,9,100,0,0.5,35.2,False,Low,941846,2022-12-17,Dye Test,43.6,-116.334566
SEW-00882,Wastewater,Front St,Downtown,collector,Vitrified Clay,21,890,15.5,1963,63,65,9,0.78,72.4,True,Critical,214788,2025-03-04,Dye Test,43.607047,-116.175
SEW-00883,Wastewater,Boise Ave,East Bench,collector,Orangeburg,21,2229,7.3,1958,68,50,3,0.45,50.3,True,High,1318085,2022-11-24,CCTV,43.599275,-116.175
SEW-00884,Wastewater,Resseguie St,North End,lateral,Vitrified Clay,8,2178,19.8,1944,82,32,7,0.72,100.0,True,High,627770,2024-03-18,Dye Test,43.635761,-116.224955
SEW-00885,Wastewater,Front St,Downtown,collector,Vitrified Clay,24,2199,14.2,1954,72,44,4,0.78,91.2,True,High,655967,2023-12-17,Smoke Test,43.603345,-116.22
SEW-00886,Wastewater,Broadway Ave,Southeast,trunk,Concrete,24,615,15.6,1977,49,96,0,0.55,66.8,False,High,384245,2023-03-10,CCTV,43.562464,-116.189815
SEW-00887,Wastewater,Lander St,Downtown,trunk,Concrete,30,2127,13.6,1941,85,78,0,0.78,58.3,False,Medium,566258,2025-04-24,Flow Monitoring,43.600372,-116.22
SEW-00888,Wastewater,Chinden Blvd,West Boise,collector,PVC,15,772,12.2,2018,8,100,0,0.5,5.0,False,High,377156,2024-11-09,Manhole Inspection,43.652122,-116.315283
SEW-00889,Wastewater,Front St,Downtown,collector,Vitrified Clay,21,1924,8.2,1933,93,41,11,0.78,58.6,True,Medium,438841,2024-06-06,CCTV,43.607464,-116.175
SEW-00890,Wastewater,Overland Rd,Southeast,collector,Ductile Iron,24,2229,11.5,1986,40,81,2,0.55,73.7,False,Low,1230028,2023-02-09,Flow Monitoring,43.589799,-116.177854
SEW-00891,Wastewater,Jefferson St,Downtown,collector,Vitrified Clay,12,286,5.3,1932,94,41,7,0.78,88.0,True,Critical,106899,2024-01-02,Flow Monitoring,43.613757,-116.21347
SEW-00892,Wastewater,Amity Rd,Southwest,collector,Ductile Iron,21,2166,20.2,1990,36,95,0,0.6,14.2,False,High,547685,2023-01-20,Smoke Test,43.551737,-116.276126
SEW-00893,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,8,671,9.9,1942,84,31,5,0.72,74.0,True,High,252869,2025-05-05,Dye Test,43.679567,-116.17523
SEW-00894,Wastewater,Fairview Ave,West Boise,trunk,PVC,30,809,5.8,2001,25,95,0,0.5,22.6,False,Medium,618145,2023-07-13,CCTV,43.614376,-116.324416
SEW-00895,Wastewater,Fairview Ave,West Boise,trunk,PVC,24,408,19.0,2002,24,82,0,0.5,27.4,False,Critical,273028,2023-07-14,Flow Monitoring,43.615282,-116.293002
SEW-00896,Wastewater,Bannock St,Downtown,lateral,Vitrified Clay,8,1949,10.4,1957,69,52,4,0.78,99.5,True,Medium,363986,2023-07-30,Smoke Test,43.613863,-116.215657
SEW-00897,Wastewater,Federal Way,East Bench,collector,Vitrified Clay,15,367,11.4,1958,68,51,4,0.45,73.9,True,Medium,85657,2025-05-10,Flow Monitoring,43.594003,-116.145166
SEW-00898,Wastewater,Harrison Blvd,North End,collector,Vitrified Clay,21,1689,18.4,1941,85,39,7,0.72,100.0,True,Low,800492,2025-03-11,Manhole Inspection,43.629743,-116.202331
SEW-00899,Wastewater,Shaw Mountain Rd,East Bench,lateral,Ductile Iron,18,2366,10.5,1978,48,80,1,0.45,80.9,False,High,931736,2025-04-29,Smoke Test,43.609189,-116.16547
SEW-00900,Wastewater,Ustick Rd,West Boise,collector,PVC,12,980,7.0,1997,29,91,0,0.5,5.0,False,Medium,467192,2024-03-25,Flow Monitoring,43.631158,-116.304338
SEW-00901,Wastewater,Franklin Rd,West Boise,collector,Ductile Iron,24,829,16.0,2002,24,82,0,0.5,34.7,False,Low,226626,2022-10-12,Manhole Inspection,43.604263,-116.314663
SEW-00902,Wastewater,Shaw Mountain Rd,East Bench,lateral,PVC,8,680,13.4,1983,43,90,0,0.45,33.0,False,Medium,282763,2025-10-19,Smoke Test,43.621434,-116.172292
SEW-00903,Wastewater,Amity Rd,Southwest,collector,Ductile Iron,15,1386,20.9,2007,19,85,0,0.6,68.6,False,Low,570336,2023-09-10,Flow Monitoring,43.550273,-116.269706
SEW-00904,Wastewater,State St,West Boise,collector,PVC,24,507,12.7,2024,2,89,0,0.5,38.8,False,Medium,283909,2024-05-25,Smoke Test,43.634993,-116.259942
SEW-00905,Wastewater,Harrison Blvd,North End,collector,Cast Iron,15,1092,23.6,1925,101,35,11,0.72,91.3,True,Medium,363176,2022-12-23,Manhole Inspection,43.650369,-116.202947
SEW-00906,Wastewater,Warm Springs Ave,East Bench,collector,Vitrified Clay,18,1299,5.9,1939,87,40,6,0.45,59.5,True,Critical,299339,2025-02-02,Manhole Inspection,43.608313,-116.175
SEW-00907,Wastewater,Jefferson St,Downtown,collector,Concrete,12,1219,7.3,1942,84,68,2,0.78,54.6,False,Medium,438179,2023-11-08,Manhole Inspection,43.618937,-116.22
SEW-00908,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,18,747,11.5,1960,66,59,6,0.78,51.4,True,Low,108336,2023-12-05,Smoke Test,43.60645,-116.191081
SEW-00909,Wastewater,Ten Mile Rd,West Boise,collector,PVC,15,1248,24.6,2007,19,88,0,0.5,11.7,False,Low,559464,2025-04-29,Flow Monitoring,43.652728,-116.315776
SEW-00910,Wastewater,McMillan Rd,West Boise,collector,PVC,24,2456,11.5,2006,20,94,0,0.5,50.7,False,Medium,606464,2023-09-15,Smoke Test,43.641237,-116.314625
SEW-00911,Wastewater,Gowen Rd,Southeast,lateral,PVC,10,1977,6.9,2004,22,92,0,0.55,60.1,False,High,320766,2024-12-07,Smoke Test,43.542212,-116.125827
SEW-00912,Wastewater,Curtis Rd,Southwest,lateral,PVC,18,938,8.3,1986,40,98,0,0.6,46.1,False,Medium,189373,2024-11-13,CCTV,43.591805,-116.224874
SEW-00913,Wastewater,Lander St,Downtown,trunk,Vitrified Clay,42,1204,13.1,1929,97,38,11,0.78,77.0,True,Critical,891529,2025-11-08,Dye Test,43.60073,-116.21239
SEW-00914,Wastewater,8th St,Downtown,lateral,Vitrified Clay,10,1772,20.3,1949,77,35,3,0.78,70.4,True,Critical,595968,2024-07-12,CCTV,43.6,-116.195041
SEW-00915,Wastewater,28th St,North End,lateral,Vitrified Clay,8,255,20.8,1934,92,40,6,0.72,84.5,True,Low,71123,2025-06-11,Smoke Test,43.673392,-116.217944
SEW-00916,Wastewater,Jefferson St,Downtown,collector,Vitrified Clay,24,2019,14.6,1955,71,50,4,0.78,91.8,True,Medium,542368,2024-06-03,Dye Test,43.617893,-116.216409
SEW-00917,Wastewater,9th St,Downtown,lateral,Vitrified Clay,6,382,15.2,1926,100,44,8,0.78,58.1,True,High,136132,2024-08-30,CCTV,43.6,-116.20022
SEW-00918,Wastewater,15th St,North End,lateral,Concrete,12,1778,9.5,1952,74,80,2,0.72,67.5,False,Medium,802937,2025-04-16,Flow Monitoring,43.626,-116.207068
SEW-00919,Wastewater,Broadway Ave,Downtown,trunk,Concrete,30,616,6.5,1962,64,73,0,0.78,66.9,False,High,221497,2025-06-12,CCTV,43.626,-116.189309
SEW-00920,Wastewater,Amity Rd,Southwest,collector,Ductile Iron,15,1955,18.6,1999,27,67,0,0.6,16.8,False,Low,341139,2024-03-25,Dye Test,43.553183,-116.267031
SEW-00921,Wastewater,Resseguie St,North End,lateral,Concrete,10,625,23.7,1947,79,86,1,0.72,86.1,False,Low,249269,2025-06-29,CCTV,43.639497,-116.189061
SEW-00922,Wastewater,Lander St,Downtown,trunk,Cast Iron,36,805,20.7,1934,92,27,7,0.78,95.4,True,Critical,403434,2023-07-11,Manhole Inspection,43.600344,-116.206293
SEW-00923,Wastewater,Lander St,Downtown,trunk,Vitrified Clay,36,722,11.4,1930,96,19,10,0.78,100.0,True,Medium,334716,2023-08-08,Dye Test,43.6,-116.22
SEW-00924,Wastewater,Ustick Rd,West Boise,collector,PVC,15,1207,15.8,2011,15,93,0,0.5,37.4,False,Medium,390795,2024-08-18,Flow Monitoring,43.632299,-116.296053
SEW-00925,Wastewater,Myrtle St,Downtown,collector,Concrete,21,2358,20.0,1962,64,81,1,0.78,82.7,False,High,1141676,2025-11-27,Smoke Test,43.607467,-116.18452
SEW-00926,Wastewater,Capitol Blvd,Downtown,trunk,Vitrified Clay,48,2141,6.2,1948,78,48,4,0.78,70.5,True,Medium,1067624,2025-02-20,Manhole Inspection,43.626,-116.198475
SEW-00927,Wastewater,Eisenman Rd,Southeast,collector,PVC,24,1924,6.1,1999,27,89,0,0.55,25.9,False,Low,405894,2025-02-12,Flow Monitoring,43.54,-116.168033
SEW-00928,Wastewater,Ten Mile Rd,West Boise,collector,PVC,21,1722,16.6,1991,35,92,0,0.5,15.0,False,Medium,635810,2025-01-13,CCTV,43.6,-116.318364
SEW-00929,Wastewater,Lander St,Downtown,trunk,Vitrified Clay,30,523,21.6,1948,78,43,9,0.78,66.4,True,Medium,214723,2023-04-15,Smoke Test,43.6,-116.22
SEW-00930,Wastewater,Joplin Rd,West Boise,trunk,PVC,36,2125,20.6,2023,3,88,0,0.5,57.1,False,High,1381951,2025-01-17,CCTV,43.602922,-116.310976
SEW-00931,Wastewater,McMillan Rd,West Boise,collector,Concrete,24,910,21.7,1992,34,94,0,0.5,36.4,False,Low,460339,2022-10-25,Manhole Inspection,43.64302,-116.349131
SEW-00932,Wastewater,Curtis Rd,Southwest,lateral,PVC,12,1453,8.1,1987,39,100,0,0.6,71.7,False,Medium,710878,2025-03-21,Smoke Test,43.596748,-116.222458
